Campus,Bldg,Building,Zone,Floor,Room,Room SQFT,FICM,FICM Description,Capacity,Beds,Space Type,Room Status,Dept,Dept Name,Unit,Unit Name
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,414D,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,415,82,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,415A,190,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,415B,191,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,415C,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,415D,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,416,240,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,416A,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,417,97,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,417A,199,920,Sleep/Study With Toilet or Bath,,1,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,417B,132,920,Sleep/Study With Toilet or Bath,,1,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,417C,49,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,417D,50,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,418,240,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,418A,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,419,321,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,419A,199,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,419B,187,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,419C,52,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,419D,60,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,420,82,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,420A,191,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,420B,190,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,420C,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,420D,53,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,421,82,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,421A,190,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,421B,190,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,421C,53,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,421D,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,422,241,920,Sleep/Study With Toilet or Bath,,1,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,422AA,69,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,423,82,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,423A,190,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,423B,191,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,423C,53,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,423D,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,424,230,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,424A,70,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,425,82,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,425A,190,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,425B,191,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,425C,53,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,425D,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,426,88,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,426A,177,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,426B,177,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,426C,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,426D,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,427,82,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,427A,62,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,427AA,190,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,427BB,191,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,427C,53,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,427D,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,428,188,920,Sleep/Study With Toilet or Bath,,1,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,428A,49,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,429,80,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,429A,185,410,Study Room,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,429AA,141,920,Sleep/Study With Toilet or Bath,,1,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,429BB,132,920,Sleep/Study With Toilet or Bath,,1,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,429C,56,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,429D,49,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,430,242,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,430A,55,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,431,82,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,431A,192,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,431B,191,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,431C,53,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,431D,48,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,432,82,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,432A,191,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,432B,189,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,432C,53,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,432D,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,433,247,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,433A,57,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,434,199,920,Sleep/Study With Toilet or Bath,,1,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,434A,138,710,Central Computer or Telecommunications,,,ASSIGNABLE,IN SERVICE,1518,Network Engr and Design,1059,Information Technology Svcs
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,434AA,54,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,435,250,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,435AA,54,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,436,97,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,436A,139,920,Sleep/Study With Toilet or Bath,,1,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,436B,130,920,Sleep/Study With Toilet or Bath,,1,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,436C,50,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,436D,49,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,437,82,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,437A,191,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,437B,192,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,437C,53,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,437D,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,438,97,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,438A,139,920,Sleep/Study With Toilet or Bath,,1,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,438B,130,920,Sleep/Study With Toilet or Bath,,1,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,438C,50,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,438D,49,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,439,87,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,439A,177,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,439B,177,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,439C,53,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,439D,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,440,96,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,440A,139,920,Sleep/Study With Toilet or Bath,,1,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,440B,130,920,Sleep/Study With Toilet or Bath,,1,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,440C,50,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,440D,49,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,441,82,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,441A,191,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,441B,192,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,441C,53,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,441D,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,442,198,920,Sleep/Study With Toilet or Bath,,1,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,442A,48,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,443,82,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,443A,191,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,443B,192,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,443C,53,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,443D,54,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,LG4A,519,650,Lounge,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,LG4B,196,650,Lounge,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,LG4C,167,650,Lounge,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,04,LG4E,335,650,Lounge,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,05,501,175,920,Sleep/Study With Toilet or Bath,,1,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,05,501A,49,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,05,502,87,935,Sleep/Study Service,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,05,502AA,191,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,05,502BB,179,920,Sleep/Study With Toilet or Bath,,2,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
STORRS CAMPUS,0515,CONNECTICUT RESIDENCE and DINING HALL,CT HALL,05,502C,53,919,Toilet or Bath,,,ASSIGNABLE,IN SERVICE,1665,Residential Life,1478,Student Life and Enrollment
