Term_Code,Subject_Code,Division,Catalog_Number,Section,Component_Code,Class_NBR,CLASS_DESCR,Day10_Enroll,class_duration_weekly,Enrl_Cap,Instruction_Mode,TL_Building,TL_Room,SA Facility ID,SA Building Code,SA Building Description,SA Building Short Description,SA Facility Room Number,SA Facility Description,SA Facility Short Description,SA Facility Location,SA Facility Academic Organization,SA Facility Type,SA Facility Capacity,Class_Start_Time,Class_End_Time,Class_Days,AGNROther,Accounting,AfricanaStudiesIns,AgriculturalResour,AlliedHealthScienc,AnimalScience,Anthropology,ArtArtHistory,BUSNOther,BiologicalSciences,BiomedicalEngineer,CenterforExcellenc,ChemicalBiomolecul,Chemistry,CivilEnvironmental,CognitiveScience,Communication,Computing,CurriculumInstruct,DigitalMediaDesign,DramaticArts,ENGROther,EarthSciences,EcologyEvolutionar,Economics,EducationalLeaders,EducationalPsychol,ElectricalComputer,EngineeringPhysics,English,Exploratory,Finance,GeographySustainab,History,HumanDevelopmentFa,HumanRights,Individualized,InstituteforSystem,Interdisciplinary,InternationalStudi,Journalism,Kinesiology,LatinoLatinAmerica,Law,Linguistics,LiteraturesCulture,Management,MarineSciences,MaritimeStudies,Marketing,MaterialsScienceEn,Mathematics,MechanicalAerospac,MolecularCellBiolo,Music,NaturalResourcesth,NonDegree,Nursing,NutritionalScience,OfficeofEnrichment,OperationsInformat,PathobiologyVeteri,PharmaceuticalScie,PharmacyPractice,Philosophy,Physics,PhysiologyNeurobio,PlantScienceLandsc,PoliticalScience,PolymerSciencePhD,PreBachelorofSocia,PreIndividualized,PrePharmacy,PreSportManagement,PreTeaching,PsychologicalScien,PublicPolicy,RoboticsEngineerin,SocialCriticalInqu,SocialWork,Sociology,SpeechLanguageHear,StatisticalDataSci,Statistics,UConnHealthOther,Sum_Enrollment
1248,ECE,GD,6151,001,LSA,7019,Communication Theory,10,3:00,20,P,MCHU,106,048700003,0487,Lawrence D. McHugh Hall,MCHU,106,MCHU 106,MCHU 106,STORRS,,CSRM,36,06:00:00 PM,09:00:00 PM,NYNNNNN,,,,,,,,,,,2,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1248,ECE,GD,6243,001,LSA,7020,Nanotechnology,8,3:00,5,P,MCHU,309,048700019,0487,Lawrence D. McHugh Hall,MCHU,309,MCHU 309,MCHU 309,STORRS,,CSRM,25,06:00:00 PM,09:00:00 PM,NNYNNNN,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1248,ECON,LD,1201,001,LSA,9288,Principles of Microeconomics,140,2:30,140,P,BPB,131,038400002,0384,Biology/Physics Building,BPB,131,BPB 131,BPB 131,STORRS,,CSRM,148,11:15:00 AM,12:05:00 PM,NYNYNYN,,1,,,1,,,,6,1,,,,1,,,1,3,,,,4,,,10,,,2,,,31,14,,,,,,,,,1,,,,,,2,,,3,,11,2,,,,1,,,,,,22,,1,,1,,4,,,,,10,,2,,,,,,1,2,2,,140
1248,ECON,LD,1201,010,LSA,9289,Principles of Microeconomics,349,2:30,350,P,MCHU,102,048700002,0487,Lawrence D. McHugh Hall,MCHU,102,MCHU 102,MCHU 102,STORRS,,CSRM,414,11:00:00 AM,12:15:00 PM,NNYNYNN,1,17,,1,2,1,3,,21,5,2,,,3,5,,6,8,,1,,5,,,25,,,2,,3,80,45,2,1,1,1,,,,,1,1,,,,,16,,,30,,2,,1,,1,1,,,,4,,8,,1,,1,,10,,,,,10,1,9,,,,,3,,4,4,,349
1248,ECON,LD,1201,020,LSA,9290,Principles of Microeconomics,344,2:30,350,P,ITE,C80,043400018,0434,Info Tech Engineering Building,ITE,C80,ITE C80,ITE C80,STORRS,,CSRM,350,03:35:00 PM,04:25:00 PM,NYNYNYN,2,17,,2,,3,,,31,8,1,,2,3,3,,7,9,1,1,,6,,,27,,,3,,,45,47,3,,,,,,,,3,,,,,1,13,,,28,,15,4,3,,2,1,1,1,,4,,18,,,,4,1,9,,,,,3,2,4,,,,,3,,1,2,,344
1248,ECON,LD,1201,030,LSA,9291,Principles of Microeconomics,30,2:30,30,P,SHH,107,048600005,0486,Susan V. Herbst Hall,SHH,107,SHH 107,SHH 107,STORRS,,CSRM,32,09:30:00 AM,10:45:00 AM,NNYNYNN,,,,,1,,,,,1,2,,1,1,1,1,,3,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,1,,,,,3,3,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,30
1248,ECON,LD,1201,040,LSA,9292,Principles of Microeconomics,28,2:30,30,P,SHH,107,048600005,0486,Susan V. Herbst Hall,SHH,107,SHH 107,SHH 107,STORRS,,CSRM,32,11:00:00 AM,12:15:00 PM,NNYNYNN,,,,,,1,,,1,1,,,,,1,,,4,,,,1,,,1,,,,,1,1,2,,,,,,,,,,,,,,,3,,,4,,1,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,28
1248,ECON,LD,1201,050,LSA,14662,Principles of Microeconomics,46,2:30,60,P,SHH,117,048600011,0486,Susan V. Herbst Hall,SHH,117,SHH 117,SHH 117,STORRS,,CSRM,70,02:30:00 PM,03:20:00 PM,NYNYNYN,,1,,,1,1,,,6,2,1,,,1,1,,1,1,,,,,,,7,,,,,1,8,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,4,,,,1,,2,,,,,1,,,,,,,1,,,,,46
1248,ECON,LD,1201,060,LSA,14690,Principles of Microeconomics,69,2:30,70,P,RHBA,201,021200003,0212,Ratcliffe Hicks Bldg and Arena,RHBA,201,RHBA 201,RHBA 201,STORRS,,CSRM,100,02:00:00 PM,03:15:00 PM,NNYNYNN,1,2,,,,,1,,5,3,,,,,1,,,3,,,,,,,5,,,,,,17,3,,1,,,,,,,,,,,,,4,,,4,1,9,,,,,,,,,,,4,,,,,,,,,,,1,1,2,,,,,1,,,,,69
1248,ECON,LD,1201,331,LSA,1224,Principles of Microeconomics,35,2:30,35,P,WTBY,326,391100023,3911,Waterbury Downtown Campus,WTBY,326,WTBY 326,WTBY 326,WATERBURY,,CSRM,38,06:30:00 PM,09:00:00 PM,NNNNYNN,,,,1,1,,,,5,1,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,2,,,,,,,,,,,1,1,2,,,,,,,,,,35
1248,ECON,LD,1201,660,LSA,11282,Principles of Microeconomics,28,2:30,35,P,ACD,106,432200001,4322,Academic Building,ACD,106,ACD 106,ACD 106,AVERYPOINT,,CSRM,38,11:00:00 AM,12:15:00 PM,NNYNYNN,1,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,15,3,,,,,,,,,,,,,,,,2,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,28
1248,ECON,LD,1201,701,LSA,11624,Principles of Microeconomics,39,2:30,40,P,HTB,146,340100004,3401,Hartford Times Building,HTB,146,HTB 146,HTB 146,HARTFORD,,CSRM,57,04:00:00 PM,06:30:00 PM,NYNNNNN,1,,,,,,,,6,1,,,,,,,,,,,,,,,2,,,,,,13,2,,2,,1,,,,,1,,,,,,1,,,,,3,,,,,,,,,1,,2,,,,,,1,,,,,1,,1,,,,,,,,,,39
1248,ECON,LD,1201,702,LSA,12287,Principles of Microeconomics,37,2:30,40,P,HTB,212,340100008,3401,Hartford Times Building,HTB,212,HTB 212,HTB 212,HARTFORD,,CSRM,46,06:45:00 PM,09:15:00 PM,NNNYNNN,,,,,,,,,4,3,,,,,,,1,,,,,,,,4,,,,,,13,1,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,1,,,,2,,,,1,1,1,,,,,1,,1,,,,,,,,,,37
1248,ECON,LD,1201,801,LSA,3053,Principles of Microeconomics,45,2:30,45,P,DWTN,257,300400042,3004,Downtown Stamford,DWTN,257,DWTN 257,DWTN 257,STAMFORD,,CSRM,48,03:35:00 PM,06:05:00 PM,NNNYNNN,,,,1,,1,,,4,,,,,,,,1,3,,,,,,,1,,,1,,,23,3,,,,,,,,,,,,,,,,,,3,,,,,,,1,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,45
1248,ECON,LD,1201,803,LSA,3031,Principles of Microeconomics,43,2:30,45,P,SWB,B,300500002,3005,UConn Stamford Residence Hall,SWB,B,SWB B,SWB B,STAMFORD,,CSRM,70,05:30:00 PM,08:00:00 PM,NNYNNNN,,,,,,1,,,2,2,,,,1,,,3,,,,,,,,2,,,,,,18,3,,,,,,,,,,,,,,,,,,2,,3,,,,1,,,,,,,,,,1,,,2,,,,,2,,,,,,,,,,,,43
1248,ECON,LD,1201,804,LSA,3032,Principles of Microeconomics,44,2:30,45,P,DWTN,137,300400012,3004,Downtown Stamford,DWTN,137,DWTN 137,DWTN 137,STAMFORD,,CSRM,50,11:15:00 AM,12:05:00 PM,NYNYNYN,,,,1,,,,,2,,,,,,,,1,1,,,,,,,3,,,1,,,26,4,,,,,,,,,1,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,44
1248,ECON,LD,1201,805,LSA,14535,Principles of Microeconomics,45,2:30,45,P,DWTN,137,300400012,3004,Downtown Stamford,DWTN,137,DWTN 137,DWTN 137,STAMFORD,,CSRM,50,12:20:00 PM,01:10:00 PM,NYNYNYN,1,,,,,,,,,,,,,,,,2,2,,,,,,,4,,,,,,26,,,2,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,5,,,,,,,,,,,,45
1248,ECON,LD,1201,806,LSA,14822,Principles of Microeconomics,39,2:30,45,P,DWTN,257,300400042,3004,Downtown Stamford,DWTN,257,DWTN 257,DWTN 257,STAMFORD,,CSRM,48,02:00:00 PM,04:30:00 PM,NNNNYNN,1,,,,,,,,2,2,,,,1,,,1,1,,,,,,,2,,,,,,16,5,1,,,,,,,,,,,,,,,,,2,,1,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,39
1248,ECON,LD,1202,010,LSA,9285,Principles of Macroeconomics,344,2:30,350,P,ITE,C80,043400018,0434,Info Tech Engineering Building,ITE,C80,ITE C80,ITE C80,STORRS,,CSRM,350,01:25:00 PM,02:15:00 PM,NYNYNYN,,3,,,5,1,,,28,9,1,,4,,1,1,3,9,,,,2,,1,40,1,,2,,1,103,21,1,1,,1,,,,,,,,,,,4,1,,22,,22,1,1,,,3,,1,,3,,1,,1,,1,,4,,,,,23,3,5,,,,,2,,2,5,,344
1248,ECON,LD,1202,020,LSA,9286,Principles of Macroeconomics,348,2:30,350,P,ITE,C80,043400018,0434,Info Tech Engineering Building,ITE,C80,ITE C80,ITE C80,STORRS,,CSRM,350,12:30:00 PM,01:45:00 PM,NNYNYNN,4,19,,2,1,2,,,21,1,1,1,,,2,,6,14,,2,,3,,,23,,,1,,1,67,55,1,1,1,3,,,,,1,,,,,,20,,,27,,16,1,,,,,,1,,5,1,5,,,,3,1,12,,,1,,7,2,8,,1,,,1,,2,1,,348
1248,ECON,LD,1202,030,LSA,9287,Principles of Macroeconomics,28,2:30,30,P,MCHU,108,048700005,0487,Lawrence D. McHugh Hall,MCHU,108,MCHU 108,MCHU 108,STORRS,,CSRM,36,09:30:00 AM,10:45:00 AM,NNYNYNN,,1,,,,,1,,,3,,,,,,,1,2,,,,1,1,,1,,,,,,2,2,2,1,,,,,,,,,,,,,,,,1,,2,2,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,1,,1,,,28
1248,ECON,LD,1202,060,LSA,14638,Principles of Macroeconomics,54,2:30,60,P,MCHU,302,048700014,0487,Lawrence D. McHugh Hall,MCHU,302,MCHU 302,MCHU 302,STORRS,,CSRM,70,02:30:00 PM,03:20:00 PM,NYNYNYN,,,,,1,,,,1,1,,,,,,1,,1,,,,,,,19,,,,,,15,1,,,,,,,,,,,,,1,,1,,,,,3,,,,,,,,,,,,,,2,,,1,,,,,4,,,,,,,1,,,1,,54
1248,ECON,LD,1202,331,LSA,1221,Principles of Macroeconomics,29,2:30,28,P,WTBY,201,391100005,3911,Waterbury Downtown Campus,WTBY,201,WTBY 201,WTBY 201,WATERBURY,,CSRM,45,02:00:00 PM,03:15:00 PM,NNYNYNN,,,,,,2,,,4,,1,,,,,,,1,,,,,,,1,,,1,,,12,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,29
1248,ECON,LD,1202,332,LSA,1222,Principles of Macroeconomics,2,2:30,7,P,WTBY,201,391100005,3911,Waterbury Downtown Campus,WTBY,201,WTBY 201,WTBY 201,WATERBURY,,CSRM,45,02:00:00 PM,03:15:00 PM,NNYNYNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1248,ECON,LD,1202,333,LSA,1223,Principles of Macroeconomics,27,2:30,35,P,WTBY,201,391100005,3911,Waterbury Downtown Campus,WTBY,201,WTBY 201,WTBY 201,WATERBURY,,CSRM,45,03:30:00 PM,04:45:00 PM,NNYNYNN,,,,,,,,,9,,,,,1,,,,,,,,,,,3,,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,27
1248,ECON,LD,1202,660,LSA,11281,Principles of Macroeconomics,28,2:30,35,P,ACD,211,432200009,4322,Academic Building,ACD,211,ACD 211,ACD 211,AVERYPOINT,,CSRM,48,12:30:00 PM,01:45:00 PM,NNYNYNN,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,18,1,,,,,,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,28
1248,ECON,LD,1202,701,LSA,11619,Principles of Macroeconomics,40,2:30,40,P,HTB,212,340100008,3401,Hartford Times Building,HTB,212,HTB 212,HTB 212,HARTFORD,,CSRM,46,09:05:00 AM,09:55:00 AM,NYNYNYN,,,,,2,,,,3,2,,,,1,,,1,,,,,1,,,3,,,,,,10,2,,,,,,,,,,,,,,,,1,,2,1,2,,,,,,,,,3,,,,,,,,,,,,,5,,1,,,,,,,,,,40
1248,ECON,LD,1202,702,LSA,11620,Principles of Macroeconomics,40,2:30,40,P,HTB,212,340100008,3401,Hartford Times Building,HTB,212,HTB 212,HTB 212,HARTFORD,,CSRM,46,10:10:00 AM,11:00:00 AM,NYNYNYN,,,,,1,,,,9,2,,,,,,,,,,,,,,,2,,,,,1,14,2,,1,,,,,,,,,,,,,,,,1,,4,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,40
1248,ECON,LD,1202,703,LSA,11621,Principles of Macroeconomics,39,2:30,40,P,HTB,146,340100004,3401,Hartford Times Building,HTB,146,HTB 146,HTB 146,HARTFORD,,CSRM,57,04:00:00 PM,06:30:00 PM,NNYNNNN,,,,,,,,,12,1,,,,,,,,,,,,,,,2,,,,,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,,3,,,,,,,,,,39
1248,ECON,LD,1202,802,LSA,3029,Principles of Macroeconomics,45,2:30,45,P,DWTN,225,300400025,3004,Downtown Stamford,DWTN,225,DWTN 225,DWTN 225,STAMFORD,,CSRM,56,11:00:00 AM,12:15:00 PM,NNYNYNN,,,,,,,,,2,,,,,,,,,3,,,,,,,4,,,,,,26,2,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,1,,,,,,,,,,,,,1,,2,,,,,,,,,,45
1248,ECON,LD,1202,803,LSA,3030,Principles of Macroeconomics,45,2:30,45,P,DWTN,258,300400043,3004,Downtown Stamford,DWTN,258,DWTN 258,DWTN 258,STAMFORD,,CSRM,40,12:30:00 PM,01:45:00 PM,NNYNYNN,,,,,,1,,,2,,,,,,,,1,2,,,,,,,3,,,1,,,17,4,,,,,,,,,,,,,1,,,,,3,1,,,,,,,,,,2,,,,,,1,,,,2,,,3,,1,,,,,,,,,,45
1248,ECON,LD,1202,804,LSA,3027,Principles of Macroeconomics,45,2:30,45,P,DWTN,258,300400043,3004,Downtown Stamford,DWTN,258,DWTN 258,DWTN 258,STAMFORD,,CSRM,40,02:00:00 PM,03:15:00 PM,NNYNYNN,,,,,,,,,3,2,,,,,,,,2,,,,,,,,,,,,1,25,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,1,,,,,2,,1,,,,,,,1,,,45
1248,ECON,LD,2102W,801,LSA,3033,Economic History of the US,19,2:30,19,P,DWTN,233,300400028,3004,Downtown Stamford,DWTN,233,DWTN 233,DWTN 233,STAMFORD,,CSRM,24,06:00:00 PM,08:30:00 PM,NNNNYNN,,,,,,,,,,,,,,,,,1,,,,,,,,13,,,,,,1,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
1248,ECON,LD,2201,001,LSA,9300,Intermed Microeconomic Theory,148,2:30,150,HB,ARJ,105,023500001,0235,Jaime Homero Arjona Building,ARJ,105,ARJ 105,ARJ 105,STORRS,,CSRM,159,02:30:00 PM,03:20:00 PM,NYNYNYN,,1,,,,,1,,,,,,,,,,,1,,,,,,,98,,,,,,19,6,1,,,,,,,,1,,,,,,,,,1,,9,,,,,,,,,1,,,,,,,,4,,,,,,,1,,,,,,,,4,,148
1248,ECON,LD,2201,002,LSA,9301,Intermed Microeconomic Theory,43,2:30,70,P,SHH,112,048600010,0486,Susan V. Herbst Hall,SHH,112,SHH 112,SHH 112,STORRS,,CSRM,70,02:00:00 PM,03:15:00 PM,NNYNYNN,1,2,,,,,,,,,,,,,,2,,1,,,,,,,24,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,1,,,,,,,,1,,43
1248,ECON,LD,2201,003,LSA,9302,Intermed Microeconomic Theory,39,2:30,60,P,SHH,117,048600011,0486,Susan V. Herbst Hall,SHH,117,SHH 117,SHH 117,STORRS,,CSRM,70,10:10:00 AM,11:00:00 AM,NYNYNYN,,,,,,,,,,1,,,,,,,,1,,,,,,,24,,,,,,7,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,39
1248,ECON,LD,2201,801,LSA,3036,Intermed Microeconomic Theory,30,1:40,30,HB,DWTN,234,300400029,3004,Downtown Stamford,DWTN,234,DWTN 234,DWTN 234,STAMFORD,,CSRM,40,11:15:00 AM,12:05:00 PM,NYNYNNN,,,,,,,,,,,,,,,,,,2,,,,,,,18,,,,,,5,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
1248,ECON,LD,2202,001,LSA,9303,Intermed Macroeconomic Theory,47,2:30,70,P,SHH,112,048600010,0486,Susan V. Herbst Hall,SHH,112,SHH 112,SHH 112,STORRS,,CSRM,70,09:30:00 AM,10:45:00 AM,NNYNYNN,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,8,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,47
1248,ECON,LD,2202,002,LSA,9304,Intermed Macroeconomic Theory,55,2:30,70,P,SHH,112,048600010,0486,Susan V. Herbst Hall,SHH,112,SHH 112,SHH 112,STORRS,,CSRM,70,11:00:00 AM,12:15:00 PM,NNYNYNN,,,,,,,,,,,,,,,,,2,,,,,,,,44,,,,,,6,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,55
1248,ECON,LD,2202,003,LSA,9305,Intermed Macroeconomic Theory,70,2:30,70,P,SHH,117,048600011,0486,Susan V. Herbst Hall,SHH,117,SHH 117,SHH 117,STORRS,,CSRM,70,11:00:00 AM,12:15:00 PM,NNYNYNN,1,1,,,,,,,,1,,,,,,,,1,,,,,,,50,,,,,,7,1,,,,,,,,,1,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,2,,70
1248,ECON,LD,2202,004,LSA,9306,Intermed Macroeconomic Theory,70,2:30,70,P,SHH,117,048600011,0486,Susan V. Herbst Hall,SHH,117,SHH 117,SHH 117,STORRS,,CSRM,70,12:30:00 PM,01:45:00 PM,NNYNYNN,,,,,,,,,,,,,,,,1,2,2,,,,,,,50,,,,,1,9,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,70
1248,ECON,LD,2202,331,LSA,1225,Intermed Macroeconomic Theory,10,2:30,19,HB,WTBY,203,391100006,3911,Waterbury Downtown Campus,WTBY,203,WTBY 203,WTBY 203,WATERBURY,,CSRM,30,11:00:00 AM,01:30:00 PM,NNNNYNN,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1248,ECON,LD,2211Q,001,LSA,9355,Quant Intermed Microeconomics,25,2:30,35,P,SHH,109,048600007,0486,Susan V. Herbst Hall,SHH,109,SHH 109,SHH 109,STORRS,,CSRM,40,11:00:00 AM,12:15:00 PM,NNYNYNN,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,25
1248,ECON,LD,2211Q,002,LSA,9356,Quant Intermed Microeconomics,20,2:30,35,P,GENT,119E,024700004,0247,Charles B. Gentry Building,GENT,119E,GENT 119E,GENT 119E,STORRS,,CSRM,36,02:00:00 PM,03:15:00 PM,NNYNYNN,,,,,,,,,,,,,,,,,1,,,,,,,,14,,,,,,2,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
1248,ECON,LD,2211Q,801,LSA,3314,Quant Intermed Microeconomics,20,2:30,20,P,DWTN,229,300400027,3004,Downtown Stamford,DWTN,229,DWTN 229,DWTN 229,STAMFORD,,CSRM,32,02:00:00 PM,03:15:00 PM,NNYNYNN,,,,,,,,,,,,,,,,,,1,,,,,,,14,,,,,,2,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,20
1248,ECON,LD,2212Q,001,LSA,11399,Quant Intermed Macroeconomics,11,2:30,10,P,MCHU,108,048700005,0487,Lawrence D. McHugh Hall,MCHU,108,MCHU 108,MCHU 108,STORRS,,CSRM,36,11:00:00 AM,12:15:00 PM,NNYNYNN,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
1248,ECON,LD,2212Q,801,LSA,3315,Quant Intermed Macroeconomics,13,2:30,20,P,DWTN,3117,300400058,3004,Downtown Stamford,DWTN,3117,DWTN 3117,DWTN 3117,STAMFORD,,CSRM,44,11:00:00 AM,12:15:00 PM,NNYNYNN,,,,,,,,,,,,,,,,,,1,,,,,,,9,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
1248,ECON,LD,2301Q,001,LEC,9374,Mathematical Economics,105,1:40,105,P,ARJ,105,023500001,0235,Jaime Homero Arjona Building,ARJ,105,ARJ 105,ARJ 105,STORRS,,CSRM,159,03:35:00 PM,04:25:00 PM,NYNYNNN,,1,,,,,,1,,,,,,,,,,1,,,,,,,89,,,,,,4,,,,,,,,,,,,,,,,,,,1,,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,105
1248,ECON,LD,2301Q,001L,LAB,9297,Mathematical Economics,52,0:50,52,P,MCHU,305,048700015,0487,Lawrence D. McHugh Hall,MCHU,305,MCHU 305,MCHU 305,STORRS,,CSRM,70,11:15:00 AM,12:05:00 PM,NNNNNYN,,1,,,,,,,,,,,,,,,,1,,,,,,,45,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,52
1248,ECON,LD,2301Q,002L,LAB,9298,Mathematical Economics,53,0:50,53,P,MCHU,305,048700015,0487,Lawrence D. McHugh Hall,MCHU,305,MCHU 305,MCHU 305,STORRS,,CSRM,70,01:25:00 PM,02:15:00 PM,NNNNNYN,,,,,,,,1,,,,,,,,,,,,,,,,,44,,,,,,3,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,53
1248,ECON,LD,2301Q,801,LSA,3035,Mathematical Economics,12,2:30,20,P,DWTN,237,300400031,3004,Downtown Stamford,DWTN,237,DWTN 237,DWTN 237,STAMFORD,,CSRM,35,04:40:00 PM,05:55:00 PM,NYNYNNN,,,,,,,,,,,,,,,,,,1,,,,,,,10,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
1248,ECON,LD,2311Q,004,LSA,14813,Econometrics I,86,2:30,90,P,MCHU,101,048700001,0487,Lawrence D. McHugh Hall,MCHU,101,MCHU 101,MCHU 101,STORRS,,CSRM,208,06:10:00 PM,07:25:00 PM,NYNYNNN,,,,1,,,,,,,,,,,,,,,,,,,,,76,,,,,,2,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,86
1248,ECON,LD,2311Q,020,LSA,9296,Econometrics I,57,2:30,60,P,MCHU,202,048700010,0487,Lawrence D. McHugh Hall,MCHU,202,MCHU 202,MCHU 202,STORRS,,CSRM,70,03:30:00 PM,04:45:00 PM,NNYNYNN,1,,,1,,,,,,,,,,,,,,,,,,,,,44,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,2,,,,,,,,,,,,,,,1,,57
1248,ECON,LD,2311Q,801,LSA,3034,Econometrics I,19,2:30,20,P,DWTN,234,300400029,3004,Downtown Stamford,DWTN,234,DWTN 234,DWTN 234,STAMFORD,,CSRM,40,06:20:00 PM,08:50:00 PM,NNNYNNN,,,,,,,,,,,,,,,,,,2,,,,,,,14,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,19
1248,ECON,LD,2312Q,002,LSA,11981,Econometrics II,18,2:30,20,P,ITE,127,043400003,0434,Info Tech Engineering Building,ITE,127,ITE 127,ITE 127,STORRS,,CSRM,30,11:00:00 AM,12:15:00 PM,NNYNYNN,,,,,,,,,,,,,,,,,1,2,,,,,,,13,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
1248,ECON,LD,2326,001,LSA,9299,Operations Research,24,2:30,30,P,MCHU,109,048700006,0487,Lawrence D. McHugh Hall,MCHU,109,MCHU 109,MCHU 109,STORRS,,CSRM,36,09:30:00 AM,10:45:00 AM,NNYNYNN,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,24
1248,ECON,LD,2411,001,LSA,9307,Money and Banking,200,2:30,200,P,ITE,C80,043400018,0434,Info Tech Engineering Building,ITE,C80,ITE C80,ITE C80,STORRS,,CSRM,350,02:00:00 PM,03:15:00 PM,NNYNYNN,1,2,,1,,,,1,,1,,2,,,,1,2,,,,,,,,141,1,,,,1,18,10,1,1,,,,,,,1,,,,,,,,,1,,2,,1,,,1,,1,,1,,,,,,,,3,,,,,1,,2,,,,,,,,2,,200
