Subject_Code,Subject_Course,CLASS_DESCR,building,building_code,Room,Term_Code,TERM,Catalog_Number,Section,class_duration_weekly,Duration_minutes,Division,Component_Code,Class_NBR,Day10_Enroll,WSCH_Max,Enrl_Cap,Capacity,Room_Description,ACES,AGNROther,AcademicServices,Accounting,AfricanaStudiesIns,AgriculturalResour,AlliedHealthScienc,AmericanStudies,AnimalScience,Anthropology,ArtArtHistory,BUSNOther,BiologicalSciences,BiomedicalEngineer,CenterforExcellenc,ChemicalBiomolecul,Chemistry,CivilEnvironmental,CognitiveScience,Communication,ComputerScienceEng,Computing,CurriculumInstruct,DigitalMediaDesign,DramaticArts,ENGROther,EarthSciences,EcologyEvolutionar,Economics,EducationalLeaders,EducationalPsychol,ElectricalComputer,EngineeringPhysics,English,EnvironmentalStudi,Exploratory,Finance,Geography,GlobalAffairs,History,HumanDevelopmentFa,Individualized,Interdisciplinary,Journalism,Kinesiology,LatinoLatinAmerica,Linguistics,LiteraturesCulture,Management,MarineSciences,Marketing,MaterialsScienceEn,Mathematics,MechanicalEngineer,MechanicalAerospac,MolecularCellBiolo,Music,NaturalResourcesth,No_Department,NonDegree,Nursing,NutritionalScience,OfficeofEnrichment,OperationsInformat,PathobiologyVeteri,PharmaceuticalScie,PharmacyPractice,Philosophy,Physics,PhysiologyNeurobio,PlantScienceLandsc,PoliticalScience,PolymerSciencePhD,PreBachelorofSocia,PreIndividualized,PrePharmacy,PreSportManagement,PreTeaching,PsychologicalScien,RoboticsEngineerin,SocialWork,Sociology,SpeechLanguageHear,Statistics,UConnHealthOther,UrbanCommunityStud,WomenGenderSexuali,Sum_Enrollment,Bldg_Description
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,054L,0:50,50,LD,LAB,3868,25,20,24,24,Class Laboratory,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,1,,,,,,,3,3,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,3,,,,,,,,1,4,,,,1,,,,,25,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,022L,0:50,50,LD,LAB,9703,24,20,24,24,Class Laboratory,,,,,,,1,,,,,1,4,,,,,,,1,,,,,,,,,2,,,1,,,,6,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,028L,0:50,50,LD,LAB,9708,24,20,24,24,Class Laboratory,,,,,,,1,,,,,1,4,,,,,,,1,1,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,1,,,,,,,2,,,,,1,,,,,,,,,3,,,,,,,,,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,062L,0:50,50,LD,LAB,10632,23,20,24,24,Class Laboratory,,,,,,,3,,,,,,2,,,,,,1,,1,,,,,,,,,,,,,,,3,1,,,,,,,,2,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,2,,5,,,,,,,,,23,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,060L,0:50,50,LD,LAB,12339,24,20,24,24,Class Laboratory,,,,,,,3,,,,,,1,,,,,,1,,2,,,,,,,,1,,,,,,,6,,,,,1,,,,,,,,2,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,058L,0:50,50,LD,LAB,4410,24,20,24,24,Class Laboratory,,,,,,,5,,1,,,,1,,,,,1,1,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,053L,0:50,50,LD,LAB,3867,24,20,24,24,Class Laboratory,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,086L,0:50,50,LD,LAB,5894,24,20,24,24,Class Laboratory,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,1,,,,,1,,6,,,1,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,056L,0:50,50,LD,LAB,3870,24,20,24,24,Class Laboratory,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,8,,,,,1,,,,,,,,1,,,,,,,,,,,,3,,,1,,,,,,1,,,,,,,1,1,5,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,046L,0:50,50,LD,LAB,10093,24,20,24,24,Class Laboratory,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,4,2,,,,,,,,,,,,2,,1,,,,,3,,,,,1,,,1,,,,,,2,,,,1,,,1,,2,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,090L,0:50,50,LD,LAB,5897,24,20,24,24,Class Laboratory,,,,2,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,5,2,,,,,,,,1,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,094L,0:50,50,LD,LAB,12336,24,20,24,24,Class Laboratory,,,,2,,,2,,,,,2,,,,,,,,1,,,,,,,,,1,,,,,1,,2,2,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,021L,0:50,50,LD,LAB,9702,24,20,24,24,Class Laboratory,,,,,,,1,,,,,1,1,,,,,,,,2,,,,,,,,1,,,,,,,2,1,,,,2,,,,,,,,1,,1,,1,,,2,,,,,,,,,,,,,,,,1,,,,,,1,6,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,050L,0:50,50,LD,LAB,11657,24,20,24,24,Class Laboratory,,,,,,,1,1,,,,4,3,,,,,,1,1,,,,,,,,,,,,,,,,5,1,,,,,,,,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,045L,0:50,50,LD,LAB,8725,24,20,24,24,Class Laboratory,,,,,,,1,,,,,1,2,,,,,,,1,,,,,,,,,,,,,,,,6,2,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,2,,,,,,1,,,,,,,1,,1,,,1,2,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300B,1238,Fall 2023,1100,004L,0:50,50,LD,LAB,4409,24,20,24,24,Class Laboratory,,,,,,,,,,,,2,1,,,,1,,,1,,,,,,,,,1,,,,,1,,8,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_3253,Sensory Neuroscience Lab,324,WGC,300B,1238,Fall 2023,3253,1,3:00,180,UD,LAB,10573,12,72,14,24,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,2,,,,,,,,,7,,,,,,,,,12,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,005L,0:50,50,LD,LAB,3854,23,20,24,24,Class Laboratory,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,1,,,,3,,,,,,,,1,,2,,,,,,3,,,,,,,,,1,,,,,,,,,,,1,,5,,,,,,,,,23,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,031L,0:50,50,LD,LAB,9896,24,20,24,24,Class Laboratory,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,2,,,,,,,4,,,,,1,,,,,,,,1,,2,,,,,1,1,,,,,1,,2,,,,,,2,,,,,,,,,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,001L,0:50,50,LD,LAB,10625,23,20,24,24,Class Laboratory,,,,,,,2,,,,,,2,,,,,,,1,,,,,,1,,,,,,,,,,4,2,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,2,1,4,,,,,,,,,23,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,032L,0:50,50,LD,LAB,9897,24,20,24,24,Class Laboratory,,,,,,,1,,1,,,,1,,,,1,,,1,,,,,,,,,1,,,,,,,7,,,,,,,,,,,,,,,1,,1,,,1,,,,1,,,,1,,,,,,1,,,,,,,1,,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,042L,0:50,50,LD,LAB,8722,24,20,24,24,Class Laboratory,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,5,1,,,,,,,,,,,,2,,3,,,,,,,,,,3,,,1,,,,,,,,,,,,,1,2,1,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,040L,0:50,50,LD,LAB,3864,24,20,24,24,Class Laboratory,,,,,1,,1,,,,,2,1,,,,,,,1,,,,,,,,,,,,,,,,4,4,,,,,,,,1,,,1,,,1,,,,,1,,,,,1,,,1,1,,,,,1,,,,,,,1,,1,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,039L,0:50,50,LD,LAB,3863,24,20,24,24,Class Laboratory,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,1,,,,,,,,2,,,,,,,1,,,,,1,1,,1,,,,,,,,1,,1,1,1,,,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,037L,0:50,50,LD,LAB,3861,24,20,24,24,Class Laboratory,,,,1,,,1,,1,,,,1,,,,,,1,,1,,,,,,,,1,,,,,1,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,,,,,3,2,2,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,023L,0:50,50,LD,LAB,9704,24,20,24,24,Class Laboratory,,,,1,,,,,1,1,,1,1,,,,,,,,2,,,,,,,,2,,,,,,,3,,,,,1,,,,,,,,,1,2,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,5,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,007L,1:20,80,LD,LAB,3856,23,32,24,24,Class Laboratory,,,,,,,4,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,2,,,,,,2,2,,,,,,,,,23,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,002L,0:50,50,LD,LAB,3853,24,20,24,24,Class Laboratory,,,,,,,1,,,,,2,2,,,,,,1,,,,,,,,,,,,,,,,,2,2,,,,1,,,,1,,,1,,,2,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,6,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,043L,0:50,50,LD,LAB,8723,24,20,24,24,Class Laboratory,,,,,,,1,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,4,2,,,,,,,,2,,2,,,,,,,,,2,,,,,,,,1,1,,,,,1,,,,1,,,,,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,047L,1:20,80,LD,LAB,10386,24,32,24,24,Class Laboratory,,,,,,,3,,,,,,4,,,,,,1,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,3,,,,,,,,,2,,1,,,,,,,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,087L,0:50,50,LD,LAB,5895,24,20,24,24,Class Laboratory,,,,,,,2,,,,,2,1,,,,,,,1,,,,,,,,,1,,,,,,,6,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,063L,0:50,50,LD,LAB,13737,24,20,24,24,Class Laboratory,,,,,,,,,,,1,,1,,,,,,2,,,,,,1,,,,,,,,,,,5,1,,,,,,,,2,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,1,,3,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,082L,0:50,50,LD,LAB,5890,24,20,24,24,Class Laboratory,,,,2,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,8,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,081L,0:50,50,LD,LAB,5889,24,20,24,24,Class Laboratory,,,,1,,,2,,,,,2,1,,,,,,,,,,,,,,,,1,,,,,,,3,2,,,,1,,,,1,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,3,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,085L,0:50,50,LD,LAB,5893,24,20,24,24,Class Laboratory,,,,1,,,1,,,,,2,,,,,1,,,,,,,,,,,,1,,,,,,,4,1,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,2,7,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,006L,0:50,50,LD,LAB,3855,24,20,24,24,Class Laboratory,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,1,,,,,1,,1,,,,,1,2,,,2,,,,,1,,,,,3,,,,,,,,,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,029L,0:50,50,LD,LAB,9709,24,20,24,24,Class Laboratory,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,1,,,,,,,,1,,,,,,,1,,,,,8,,,1,,,,,,,,1,,,,,,,5,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,035L,0:50,50,LD,LAB,3858,24,20,24,24,Class Laboratory,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,2,,,1,,,,4,1,,,,,,,1,,,,,,,3,,1,,,,,,,1,,,,,,,,,,4,,,,,,,,,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,030L,0:50,50,LD,LAB,10626,24,20,24,24,Class Laboratory,,,,,,,1,,,,,2,2,,,,,,2,1,,,,,,,,,,1,,,,,,3,1,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,1,,,,,1,,,,1,4,,,,1,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,084L,0:50,50,LD,LAB,5892,24,20,24,24,Class Laboratory,,,,1,,,3,,,,,,2,,,,,,1,,,,,,,,,,,,,,,2,,6,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,3,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,083L,0:50,50,LD,LAB,5891,24,20,24,24,Class Laboratory,,,,,,,2,,,,1,4,1,,,,,,1,,,,,,,,,,,,,,,,,4,1,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,3,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,064L,0:50,50,LD,LAB,13738,24,20,24,24,Class Laboratory,,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,,1,,,,,,,3,2,,,1,,,,,1,,1,,2,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,6,,,1,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,088L,0:50,50,LD,LAB,10633,24,20,24,24,Class Laboratory,,,,,,1,2,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,5,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,089L,0:50,50,LD,LAB,5896,24,20,24,24,Class Laboratory,,,,,,,1,,,,,2,1,,,,,,,,,,,,,,,,1,,,,,,,8,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,2,1,3,,,,,1,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,048L,1:20,80,LD,LAB,3859,24,32,24,24,Class Laboratory,,,,,,,4,,1,,,,5,1,,,,,1,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,1,,,1,,,,2,,,,,1,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,033L,0:50,50,LD,LAB,9898,24,20,24,24,Class Laboratory,,,,,,,1,,1,,,,1,1,,,1,,,,2,,,,1,,,,,,,,,,,3,,,,,2,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,2,,,,,,,,1,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,096L,0:50,50,LD,LAB,12340,24,20,24,24,Class Laboratory,,,,1,,,1,,,,,4,1,,,,,,1,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,2,5,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,097L,0:50,50,LD,LAB,13739,24,20,24,24,Class Laboratory,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,7,5,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,034L,0:50,50,LD,LAB,12337,24,20,24,24,Class Laboratory,,,,,,,3,,,,,1,3,1,,,,,1,1,,,,1,,,,,,,,,,,,3,1,,,,,,,,,,,,,,1,,,,,2,,,,,1,,,,,,,,,1,,,,,,,,,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
PSYC,PSYC_1100,General Psychology I,324,WGC,300C,1238,Fall 2023,1100,003L,0:50,50,LD,LAB,4408,23,20,24,24,Class Laboratory,,,,1,,,2,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,2,7,,,,,,,,,23,WHETTEN GRADUATE CENTER
PSYC,PSYC_2100WQ,Prin of Rsch in Psych,324,WGC,300D,1238,Fall 2023,2100WQ,007L,1:50,110,LD,LAB,4534,12,37,12,20,Class Laboratory,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,7,,,,,,,,,12,WHETTEN GRADUATE CENTER
PSYC,PSYC_2100WQ,Prin of Rsch in Psych,324,WGC,300D,1238,Fall 2023,2100WQ,002L,1:50,110,LD,LAB,4532,12,37,12,20,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,12,WHETTEN GRADUATE CENTER
PSYC,PSYC_2100WQ,Prin of Rsch in Psych,324,WGC,300D,1238,Fall 2023,2100WQ,008L,1:50,110,LD,LAB,4535,12,37,12,20,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,12,WHETTEN GRADUATE CENTER
PSYC,PSYC_2100WQ,Prin of Rsch in Psych,324,WGC,300D,1238,Fall 2023,2100WQ,016L,1:50,110,LD,LAB,8930,12,37,12,20,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,12,WHETTEN GRADUATE CENTER
PSYC,PSYC_2100WQ,Prin of Rsch in Psych,324,WGC,300D,1238,Fall 2023,2100WQ,018L,1:50,110,LD,LAB,8932,12,37,12,20,Class Laboratory,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,1,,,,,,12,WHETTEN GRADUATE CENTER
PSYC,PSYC_2100WQ,Prin of Rsch in Psych,324,WGC,300D,1238,Fall 2023,2100WQ,015L,1:50,110,LD,LAB,5809,12,37,12,20,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,11,,,,,,,,,12,WHETTEN GRADUATE CENTER
PSYC,PSYC_2100WQ,Prin of Rsch in Psych,324,WGC,300D,1238,Fall 2023,2100WQ,003L,1:50,110,LD,LAB,4742,12,37,12,20,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,12,WHETTEN GRADUATE CENTER
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,007L,2:00,120,LD,LAB,10491,24,48,24,24,Class Laboratory,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,10,,,1,,1,,,,24,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,002L,2:00,120,LD,LAB,10488,24,48,24,24,Class Laboratory,,,,,,,,,,,,,,,,,,,,1,1,,1,3,,,,,1,,,,,1,,2,,,,,,,,,,,,,1,,3,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,7,,,,1,,,,,24,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,001L,2:00,120,LD,LAB,9691,16,48,24,24,Class Laboratory,,,,,,,,,1,,,1,,,,,,,,2,,,,,,,,,2,,,,,,1,2,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,,,,,,,,,16,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,003L,2:00,120,LD,LAB,10489,19,48,24,24,Class Laboratory,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,1,,,,,19,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,009L,2:00,120,LD,LAB,10493,16,48,24,24,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,2,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,1,1,2,,,1,1,,,,,16,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,005L,2:00,120,LD,LAB,10490,20,48,24,24,Class Laboratory,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,1,,1,,,,,,,,,1,,,,1,,,,,,,,3,,,,,,,6,,,,,,,,,20,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,027L,2:00,120,LD,LAB,16340,10,48,24,24,Class Laboratory,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,,,,,10,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,026L,2:00,120,LD,LAB,12238,22,48,24,24,Class Laboratory,,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,5,,,1,2,,,,,22,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,024L,2:00,120,LD,LAB,12236,9,48,24,24,Class Laboratory,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,1,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,9,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,023L,2:00,120,LD,LAB,12235,17,48,24,24,Class Laboratory,,1,,1,,,,,,,1,,,,,,,,1,1,,,,1,,,,,,,,,,,,2,1,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,1,,,,,,17,TORREY LIFE SCIENCES BUILDING
